,omicron
2023-08-31,0.993077
2023-09-01,0.993126
2023-09-02,0.993154
2023-09-03,0.993162
2023-09-04,0.993146
2023-09-05,0.993107
2023-09-06,0.993043
2023-09-07,0.992954
2023-09-08,0.992836
2023-09-09,0.992691
2023-09-10,0.992516
2023-09-11,0.99231
2023-09-12,0.992093
2023-09-13,0.991884
2023-09-14,0.991679
2023-09-15,0.991473
2023-09-16,0.991262
2023-09-17,0.991043
2023-09-18,0.99081
2023-09-19,0.99056
2023-09-20,0.990289
2023-09-21,0.989991
2023-09-22,0.989665
2023-09-23,0.989304
2023-09-24,0.988905
2023-09-25,0.988464
2023-09-26,0.988009
2023-09-27,0.98757
2023-09-28,0.987146
2023-09-29,0.986739
2023-09-30,0.986349
2023-10-01,0.985975
2023-10-02,0.985617
2023-10-03,0.985277
2023-10-04,0.984953
2023-10-05,0.984647
2023-10-06,0.984357
2023-10-07,0.984085
2023-10-08,0.983831
2023-10-09,0.983594
2023-10-10,0.983461
2023-10-11,0.983494
2023-10-12,0.983662
2023-10-13,0.983931
2023-10-14,0.984267
2023-10-15,0.984639
2023-10-16,0.985011
2023-10-17,0.985352
2023-10-18,0.985628
2023-10-19,0.985806
2023-10-20,0.985853
2023-10-21,0.985736
2023-10-22,0.985421
2023-10-23,0.984876
2023-10-24,0.984299
2023-10-25,0.983895
2023-10-26,0.983637
2023-10-27,0.983498
2023-10-28,0.983451
2023-10-29,0.983471
2023-10-30,0.983531
2023-10-31,0.983603
2023-11-01,0.983662
2023-11-02,0.983681
2023-11-03,0.983633
2023-11-04,0.983493
2023-11-05,0.983232
2023-11-06,0.982825
2023-11-07,0.982528
2023-11-08,0.982572
2023-11-09,0.982892
2023-11-10,0.983422
2023-11-11,0.984096
2023-11-12,0.98485
2023-11-13,0.985618
2023-11-14,0.986335
2023-11-15,0.986935
2023-11-16,0.987354
2023-11-17,0.987525
2023-11-18,0.987383
2023-11-19,0.986864
2023-11-20,0.985901
2023-11-21,0.984763
2023-11-22,0.983762
2023-11-23,0.982898
2023-11-24,0.982174
2023-11-25,0.98159
2023-11-26,0.981148
2023-11-27,0.980847
2023-11-28,0.98069
2023-11-29,0.980678
2023-11-30,0.980812
2023-12-01,0.981092
2023-12-02,0.98152
2023-12-03,0.982098
2023-12-04,0.982825
2023-12-05,0.983512
2023-12-06,0.983986
2023-12-07,0.984278
2023-12-08,0.984416
2023-12-09,0.98443
2023-12-10,0.98435
2023-12-11,0.984205
2023-12-12,0.984025
2023-12-13,0.983839
2023-12-14,0.983676
2023-12-15,0.983566
2023-12-16,0.983539
2023-12-17,0.983624
2023-12-18,0.98385
2023-12-19,0.984122
2023-12-20,0.984329
2023-12-21,0.984481
2023-12-22,0.984589
2023-12-23,0.984662
2023-12-24,0.984711
2023-12-25,0.984744
2023-12-26,0.984772
2023-12-27,0.984805
2023-12-28,0.984853
2023-12-29,0.984925
2023-12-30,0.985032
2023-12-31,0.985183
2024-01-01,0.985388
2024-01-02,0.985592
2024-01-03,0.985735
2024-01-04,0.985823
2024-01-05,0.985862
2024-01-06,0.985858
2024-01-07,0.985818
2024-01-08,0.985746
2024-01-09,0.985649
2024-01-10,0.985534
2024-01-11,0.985405
2024-01-12,0.985268
2024-01-13,0.985131
2024-01-14,0.984998
2024-01-15,0.984876
2024-01-16,0.984765
2024-01-17,0.984659
2024-01-18,0.984555
2024-01-19,0.984447
2024-01-20,0.984333
2024-01-21,0.984208
2024-01-22,0.984067
2024-01-23,0.983907
2024-01-24,0.983724
2024-01-25,0.983513
2024-01-26,0.983271
2024-01-27,0.982992
2024-01-28,0.982674
2024-01-29,0.982312
2024-01-30,0.981931
2024-01-31,0.981556
2024-02-01,0.981188
2024-02-02,0.980824
2024-02-03,0.980464
2024-02-04,0.980107
2024-02-05,0.97975
2024-02-06,0.979393
2024-02-07,0.979036
2024-02-08,0.978675
2024-02-09,0.978311
2024-02-10,0.977942
2024-02-11,0.977567
2024-02-12,0.977185
2024-02-13,0.976878
2024-02-14,0.976715
2024-02-15,0.97668
2024-02-16,0.976754
2024-02-17,0.976918
2024-02-18,0.977155
2024-02-19,0.977447
2024-02-20,0.977775
2024-02-21,0.978121
2024-02-22,0.978467
2024-02-23,0.978796
2024-02-24,0.979088
2024-02-25,0.979327
2024-02-26,0.979492
2024-02-27,0.979568
2024-02-28,0.979553
2024-02-29,0.979457
2024-03-01,0.979291
2024-03-02,0.979064
2024-03-03,0.978786
2024-03-04,0.978467
2024-03-05,0.978116
2024-03-06,0.977744
2024-03-07,0.97736
2024-03-08,0.976974
2024-03-09,0.976596
2024-03-10,0.976236
2024-03-11,0.975904
2024-03-12,0.975503
2024-03-13,0.974953
2024-03-14,0.974282
2024-03-15,0.973519
2024-03-16,0.972692
2024-03-17,0.971832
2024-03-18,0.970966
2024-03-19,0.970123
2024-03-20,0.969334
2024-03-21,0.968626
2024-03-22,0.968028
2024-03-23,0.96757
2024-03-24,0.96728
2024-03-25,0.967188
2024-03-26,0.967273
2024-03-27,0.967483
2024-03-28,0.9678
2024-03-29,0.968204
2024-03-30,0.968675
2024-03-31,0.969196
2024-04-01,0.969746
2024-04-02,0.970307
2024-04-03,0.97086
2024-04-04,0.971385
2024-04-05,0.971864
2024-04-06,0.972276
2024-04-07,0.972604
2024-04-08,0.972827
2024-04-09,0.972931
2024-04-10,0.972919
2024-04-11,0.972804
2024-04-12,0.972596
2024-04-13,0.972307
2024-04-14,0.971948
2024-04-15,0.971532
2024-04-16,0.971069
2024-04-17,0.970571
2024-04-18,0.970049
2024-04-19,0.969515
2024-04-20,0.968981
2024-04-21,0.968458
2024-04-22,0.967957
2024-04-23,0.967272
2024-04-24,0.966233
2024-04-25,0.964908
2024-04-26,0.963362
2024-04-27,0.961664
2024-04-28,0.959879
2024-04-29,0.958076
2024-04-30,0.956319
2024-05-01,0.954677
2024-05-02,0.953217
2024-05-03,0.952004
2024-05-04,0.951107
2024-05-05,0.950592
2024-05-06,0.950526
2024-05-07,0.950827
2024-05-08,0.951352
2024-05-09,0.952071
2024-05-10,0.952956
2024-05-11,0.953978
2024-05-12,0.955109
2024-05-13,0.956319
2024-05-14,0.957581
2024-05-15,0.958866
2024-05-16,0.960144
2024-05-17,0.961388
2024-05-18,0.962568
2024-05-19,0.963657
2024-05-20,0.964624
2024-05-21,0.965521
2024-05-22,0.966411
2024-05-23,0.967291
2024-05-24,0.968155
2024-05-25,0.968999
2024-05-26,0.969818
2024-05-27,0.970606
2024-05-28,0.97136
2024-05-29,0.972074
2024-05-30,0.972743
2024-05-31,0.973363
2024-06-01,0.973929
2024-06-02,0.974435
2024-06-03,0.974878
2024-06-04,0.975258
2024-06-05,0.975585
2024-06-06,0.975864
2024-06-07,0.976103
2024-06-08,0.976307
2024-06-09,0.976484
2024-06-10,0.97664
2024-06-11,0.976781
2024-06-12,0.976915
2024-06-13,0.977048
2024-06-14,0.977186
2024-06-15,0.977336
2024-06-16,0.977504
2024-06-17,0.977698
2024-06-18,0.977904
2024-06-19,0.978104
2024-06-20,0.978296
2024-06-21,0.978479
2024-06-22,0.978652
2024-06-23,0.978812
2024-06-24,0.97896
2024-06-25,0.979092
2024-06-26,0.979208
2024-06-27,0.979307
2024-06-28,0.979386
2024-06-29,0.979444
2024-06-30,0.97948
2024-07-01,0.979492
2024-07-02,0.979543
2024-07-03,0.979687
2024-07-04,0.979918
2024-07-05,0.980226
2024-07-06,0.980603
2024-07-07,0.981039
2024-07-08,0.981527
2024-07-09,0.982057
2024-07-10,0.982621
2024-07-11,0.983211
2024-07-12,0.983816
2024-07-13,0.984429
2024-07-14,0.985042
2024-07-15,0.985645
