,variant_p2
2023-08-09,0.1651
2023-08-10,0.1684
2023-08-11,0.1716
2023-08-12,0.1749
2023-08-13,0.1783
2023-08-14,0.1817
2023-08-15,0.1853
2023-08-16,0.189
2023-08-17,0.1927
2023-08-18,0.1966
2023-08-19,0.2005
2023-08-20,0.2045
2023-08-21,0.2085
2023-08-22,0.2125
2023-08-23,0.2165
2023-08-24,0.2205
2023-08-25,0.2245
2023-08-26,0.2284
2023-08-27,0.2323
2023-08-28,0.2361
2023-08-29,0.2398
2023-08-30,0.2435
2023-08-31,0.2471
2023-09-01,0.2507
2023-09-02,0.2542
2023-09-03,0.2578
2023-09-04,0.2613
2023-09-05,0.2649
2023-09-06,0.2684
2023-09-07,0.272
2023-09-08,0.2756
2023-09-09,0.2793
2023-09-10,0.283
2023-09-11,0.2868
2023-09-12,0.2908
2023-09-13,0.2949
2023-09-14,0.2991
2023-09-15,0.3034
2023-09-16,0.3078
2023-09-17,0.3122
2023-09-18,0.3166
2023-09-19,0.321
2023-09-20,0.3252
2023-09-21,0.3294
2023-09-22,0.3334
2023-09-23,0.3372
2023-09-24,0.3407
2023-09-25,0.344
2023-09-26,0.3471
2023-09-27,0.3499
2023-09-28,0.3526
2023-09-29,0.3552
2023-09-30,0.3576
2023-10-01,0.36
2023-10-02,0.3624
2023-10-03,0.3647
2023-10-04,0.367
2023-10-05,0.3694
2023-10-06,0.3719
2023-10-07,0.3744
2023-10-08,0.3771
2023-10-09,0.3799
2023-10-10,0.383
2023-10-11,0.3863
2023-10-12,0.3898
2023-10-13,0.3935
2023-10-14,0.3973
2023-10-15,0.4012
2023-10-16,0.405
2023-10-17,0.4088
2023-10-18,0.4124
2023-10-19,0.416
2023-10-20,0.4193
2023-10-21,0.4223
2023-10-22,0.425
2023-10-23,0.4273
2023-10-24,0.4294
2023-10-25,0.4314
2023-10-26,0.4332
2023-10-27,0.435
2023-10-28,0.4367
2023-10-29,0.4383
2023-10-30,0.4398
2023-10-31,0.4413
2023-11-01,0.4427
2023-11-02,0.444
2023-11-03,0.4441
2023-11-04,0.44
2023-11-05,0.4358
2023-11-06,0.4314
2023-11-07,0.4269
2023-11-08,0.4221
2023-11-09,0.4172
2023-11-10,0.4121
2023-11-11,0.407
2023-11-12,0.4018
2023-11-13,0.3965
2023-11-14,0.3911
2023-11-15,0.3858
2023-11-16,0.3804
2023-11-17,0.3751
2023-11-18,0.3699
2023-11-19,0.3647
2023-11-20,0.3597
2023-11-21,0.3547
2023-11-22,0.3498
2023-11-23,0.345
2023-11-24,0.3402
2023-11-25,0.3354
2023-11-26,0.3307
2023-11-27,0.3259
2023-11-28,0.3212
2023-11-29,0.3164
2023-11-30,0.3115
2023-12-01,0.3066
2023-12-02,0.3016
2023-12-03,0.2964
2023-12-04,0.2912
2023-12-05,0.2858
2023-12-06,0.2804
2023-12-07,0.2748
2023-12-08,0.2691
2023-12-09,0.2634
2023-12-10,0.2575
2023-12-11,0.2517
2023-12-12,0.2458
2023-12-13,0.2539
2023-12-14,0.2699
2023-12-15,0.2859
2023-12-16,0.3019
2023-12-17,0.3177
2023-12-18,0.3332
2023-12-19,0.3378
2023-12-20,0.3292
2023-12-21,0.3205
2023-12-22,0.3116
2023-12-23,0.3025
2023-12-24,0.2934
2023-12-25,0.2841
2023-12-26,0.2749
2023-12-27,0.2657
2023-12-28,0.2566
2023-12-29,0.2476
2023-12-30,0.2387
2023-12-31,0.23
2024-01-01,0.2215
2024-01-02,0.213
2024-01-03,0.2045
2024-01-04,0.1959
2024-01-05,0.1872
2024-01-06,0.1786
2024-01-07,0.1701
2024-01-08,0.1617
2024-01-09,0.1535
2024-01-10,0.1456
2024-01-11,0.1379
2024-01-12,0.1306
2024-01-13,0.1237
2024-01-14,0.1172
2024-01-15,0.1113
2024-01-16,0.1056
2024-01-17,0.1001
2024-01-18,0.0947
2024-01-19,0.0894
2024-01-20,0.0843
2024-01-21,0.0794
2024-01-22,0.0747
2024-01-23,0.0702
2024-01-24,0.066
2024-01-25,0.0619
2024-01-26,0.0582
2024-01-27,0.0547
2024-01-28,0.0516
2024-01-29,0.0487
2024-01-30,0.0461
2024-01-31,0.0436
2024-02-01,0.0412
2024-02-02,0.0389
2024-02-03,0.0368
2024-02-04,0.0347
2024-02-05,0.0328
2024-02-06,0.0309
2024-02-07,0.0292
2024-02-08,0.0275
2024-02-09,0.026
2024-02-10,0.0245
2024-02-11,0.0231
2024-02-12,0.0228
2024-02-13,0.0228
2024-02-14,0.0227
2024-02-15,0.0225
2024-02-16,0.0224
2024-02-17,0.0221
2024-02-18,0.0219
2024-02-19,0.0217
2024-02-20,0.0214
2024-02-21,0.0212
2024-02-22,0.021
2024-02-23,0.0208
2024-02-24,0.0206
2024-02-25,0.0205
2024-02-26,0.0205
2024-02-27,0.0205
2024-02-28,0.0206
2024-02-29,0.0207
2024-03-01,0.0209
2024-03-02,0.0211
2024-03-03,0.0214
2024-03-04,0.0217
2024-03-05,0.022
2024-03-06,0.0223
2024-03-07,0.0226
2024-03-08,0.023
2024-03-09,0.0236
2024-03-10,0.0252
2024-03-11,0.0267
2024-03-12,0.0281
2024-03-13,0.0296
2024-03-14,0.0311
2024-03-15,0.0325
2024-03-16,0.034
2024-03-17,0.0355
2024-03-18,0.0371
2024-03-19,0.0387
2024-03-20,0.0404
2024-03-21,0.0421
2024-03-22,0.0439
2024-03-23,0.0458
2024-03-24,0.0479
2024-03-25,0.05
2024-03-26,0.0523
2024-03-27,0.0547
2024-03-28,0.0573
2024-03-29,0.06
2024-03-30,0.0629
2024-03-31,0.0659
2024-04-01,0.069
2024-04-02,0.0723
2024-04-03,0.0757
2024-04-04,0.0792
2024-04-05,0.0829
2024-04-06,0.0866
2024-04-07,0.0904
2024-04-08,0.0943
2024-04-09,0.0984
2024-04-10,0.1026
2024-04-11,0.1071
2024-04-12,0.1117
2024-04-13,0.1165
2024-04-14,0.1215
2024-04-15,0.1267
2024-04-16,0.1321
2024-04-17,0.1377
2024-04-18,0.1434
2024-04-19,0.1494
2024-04-20,0.1555
2024-04-21,0.1619
2024-04-22,0.1684
2024-04-23,0.1754
2024-04-24,0.183
2024-04-25,0.191
2024-04-26,0.1996
2024-04-27,0.2085
2024-04-28,0.2177
2024-04-29,0.2272
2024-04-30,0.2368
2024-05-01,0.2464
2024-05-02,0.2561
2024-05-03,0.2656
2024-05-04,0.275
2024-05-05,0.2842
2024-05-06,0.293
2024-05-07,0.3017
2024-05-08,0.3104
2024-05-09,0.3191
2024-05-10,0.3278
2024-05-11,0.3364
2024-05-12,0.3451
2024-05-13,0.3536
2024-05-14,0.3621
2024-05-15,0.3706
2024-05-16,0.3789
2024-05-17,0.3871
2024-05-18,0.3952
2024-05-19,0.4031
2024-05-20,0.4109
2024-05-21,0.4187
2024-05-22,0.4265
2024-05-23,0.4344
2024-05-24,0.4422
2024-05-25,0.45
2024-05-26,0.4577
2024-05-27,0.4652
2024-05-28,0.4726
2024-05-29,0.4797
2024-05-30,0.4853
2024-05-31,0.4794
2024-06-01,0.4738
2024-06-02,0.4685
2024-06-03,0.4637
2024-06-04,0.4593
2024-06-05,0.4551
2024-06-06,0.4512
2024-06-07,0.4474
2024-06-08,0.4439
2024-06-09,0.4404
2024-06-10,0.4371
2024-06-11,0.4338
2024-06-12,0.4305
2024-06-13,0.4272
2024-06-14,0.4239
2024-06-15,0.4205
2024-06-16,0.4169
2024-06-17,0.4132
2024-06-18,0.4091
2024-06-19,0.4045
2024-06-20,0.3995
2024-06-21,0.3943
2024-06-22,0.3889
2024-06-23,0.3836
2024-06-24,0.3784
2024-06-25,0.3734
2024-06-26,0.3689
2024-06-27,0.3649
2024-06-28,0.3616
2024-06-29,0.359
2024-06-30,0.3574
2024-07-01,0.3568
2024-07-02,0.357
2024-07-03,0.3576
2024-07-04,0.3586
2024-07-05,0.36
2024-07-06,0.3618
2024-07-07,0.364
2024-07-08,0.3668
2024-07-09,0.37
2024-07-10,0.3736
2024-07-11,0.3778
2024-07-12,0.3825
2024-07-13,0.3878
2024-07-14,0.3936
2024-07-15,0.3999
